NAME,Prob,C,FACTOR,UNITS,DESC,SOURCE,SYM,DIST,PARM2(EF),CCF GROUP,LINK,EQUATION,NOTES,LOCATE,MTIME,TYPE,RATE,U,RATEDIST,RATEEF,STYLE,Support,ModelNotes,Template,SeedValue,Constituents,LoopMarker,Badges,SupportedBy,Attachments,TemplateName
X41/45-1_3_8,0.0007648,,7.648E-04,,CCF of two components: X41-MT1 & X45-MT2,,Y,,,,,,,,,,,,,,,,,,,"X41-MT1,X45-MT2",,,,,
X41/45-1_4_5,0.0007648,,7.648E-04,,CCF of two components: X41-MT2 & X45-1,,Y,,,,,,,,,,,,,,,,,,,"X41-MT2,X45-1",,,,,
X41/45-1_4_6,0.0007648,,7.648E-04,,CCF of two components: X41-MT2 & X45-2,,Y,,,,,,,,,,,,,,,,,,,"X41-MT2,X45-2",,,,,
X41/45-1_4_7,0.0007648,,7.648E-04,,CCF of two components: X41-MT2 & X45-MT1,,Y,,,,,,,,,,,,,,,,,,,"X41-MT2,X45-MT1",,,,,
X41/45-1_4_8,0.0007648,,7.648E-04,,CCF of two components: X41-MT2 & X45-MT2,,Y,,,,,,,,,,,,,,,,,,,"X41-MT2,X45-MT2",,,,,
X41/45-1_5_6,0.0007648,,7.648E-04,,CCF of two components: X45-1 & X45-2,,Y,,,,,,,,,,,,,,,,,,,"X45-1,X45-2",,,,,
X41/45-1_5_7,0.0007648,,7.648E-04,,CCF of two components: X45-1 & X45-MT1,,Y,,,,,,,,,,,,,,,,,,,"X45-1,X45-MT1",,,,,
X41/45-1_5_8,0.0007648,,7.648E-04,,CCF of two components: X45-1 & X45-MT2,,Y,,,,,,,,,,,,,,,,,,,"X45-1,X45-MT2",,,,,
X41/45-1_6_7,0.0007648,,7.648E-04,,CCF of two components: X45-2 & X45-MT1,,Y,,,,,,,,,,,,,,,,,,,"X45-2,X45-MT1",,,,,
X41/45-1_6_8,0.0007648,,7.648E-04,,CCF of two components: X45-2 & X45-MT2,,Y,,,,,,,,,,,,,,,,,,,"X45-2,X45-MT2",,,,,
X41/45-1_7_8,0.0007648,,7.648E-04,,CCF of two components: X45-MT1 & X45-MT2,,Y,,,,,,,,,,,,,,,,,,,"X45-MT1,X45-MT2",,,,,
X41-1,0.08387274,3,IE-YEAR,,Circulating water pump #1 mechanical failure,,U,,,X41/45-1,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X41-2,0.08387274,3,IE-YEAR,,pumps - motor driven - mechanical failure,,U,,,X41/45-1,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X41-MT1,0.0007197409,3,72H,,Circulating water pump #1 mechanical failure,,U,,,X41/45-1,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X41-MT2,0.0007197409,3,72H,,pumps - motor driven - mechanical failure,,U,,,X41/45-1,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X42/46-1_1_2,0.0007648,,7.648E-04,,CCF of two components: X42-1 & X42-2,,Y,,,,,,,,,,,,,,,,,,,"X42-1,X42-2",,,,,
X42/46-1_1_3,0.0007648,,7.648E-04,,CCF of two components: X42-1 & X42-MT1,,Y,,,,,,,,,,,,,,,,,,,"X42-1,X42-MT1",,,,,
X42/46-1_1_4,0.0007648,,7.648E-04,,CCF of two components: X42-1 & X42-MT2,,Y,,,,,,,,,,,,,,,,,,,"X42-1,X42-MT2",,,,,
X42/46-1_1_5,0.0007648,,7.648E-04,,CCF of two components: X42-1 & X46-1,,Y,,,,,,,,,,,,,,,,,,,"X42-1,X46-1",,,,,
X42/46-1_1_6,0.0007648,,7.648E-04,,CCF of two components: X42-1 & X46-2,,Y,,,,,,,,,,,,,,,,,,,"X42-1,X46-2",,,,,
X42/46-1_1_7,0.0007648,,7.648E-04,,CCF of two components: X42-1 & X46-MT1,,Y,,,,,,,,,,,,,,,,,,,"X42-1,X46-MT1",,,,,
X42/46-1_1_8,0.0007648,,7.648E-04,,CCF of two components: X42-1 & X46-MT2,,Y,,,,,,,,,,,,,,,,,,,"X42-1,X46-MT2",,,,,
X42/46-1_2_3,0.0007648,,7.648E-04,,CCF of two components: X42-2 & X42-MT1,,Y,,,,,,,,,,,,,,,,,,,"X42-2,X42-MT1",,,,,
X42/46-1_2_4,0.0007648,,7.648E-04,,CCF of two components: X42-2 & X42-MT2,,Y,,,,,,,,,,,,,,,,,,,"X42-2,X42-MT2",,,,,
X42/46-1_2_5,0.0007648,,7.648E-04,,CCF of two components: X42-2 & X46-1,,Y,,,,,,,,,,,,,,,,,,,"X42-2,X46-1",,,,,
X42/46-1_2_6,0.0007648,,7.648E-04,,CCF of two components: X42-2 & X46-2,,Y,,,,,,,,,,,,,,,,,,,"X42-2,X46-2",,,,,
X42/46-1_2_7,0.0007648,,7.648E-04,,CCF of two components: X42-2 & X46-MT1,,Y,,,,,,,,,,,,,,,,,,,"X42-2,X46-MT1",,,,,
X42/46-1_2_8,0.0007648,,7.648E-04,,CCF of two components: X42-2 & X46-MT2,,Y,,,,,,,,,,,,,,,,,,,"X42-2,X46-MT2",,,,,
X42/46-1_3_4,0.0007648,,7.648E-04,,CCF of two components: X42-MT1 & X42-MT2,,Y,,,,,,,,,,,,,,,,,,,"X42-MT1,X42-MT2",,,,,
X42/46-1_3_5,0.0007648,,7.648E-04,,CCF of two components: X42-MT1 & X46-1,,Y,,,,,,,,,,,,,,,,,,,"X42-MT1,X46-1",,,,,
X42/46-1_3_6,0.0007648,,7.648E-04,,CCF of two components: X42-MT1 & X46-2,,Y,,,,,,,,,,,,,,,,,,,"X42-MT1,X46-2",,,,,
X42/46-1_3_7,0.0007648,,7.648E-04,,CCF of two components: X42-MT1 & X46-MT1,,Y,,,,,,,,,,,,,,,,,,,"X42-MT1,X46-MT1",,,,,
X42/46-1_3_8,0.0007648,,7.648E-04,,CCF of two components: X42-MT1 & X46-MT2,,Y,,,,,,,,,,,,,,,,,,,"X42-MT1,X46-MT2",,,,,
X42/46-1_4_5,0.0007648,,7.648E-04,,CCF of two components: X42-MT2 & X46-1,,Y,,,,,,,,,,,,,,,,,,,"X42-MT2,X46-1",,,,,
X42/46-1_4_6,0.0007648,,7.648E-04,,CCF of two components: X42-MT2 & X46-2,,Y,,,,,,,,,,,,,,,,,,,"X42-MT2,X46-2",,,,,
X42/46-1_4_7,0.0007648,,7.648E-04,,CCF of two components: X42-MT2 & X46-MT1,,Y,,,,,,,,,,,,,,,,,,,"X42-MT2,X46-MT1",,,,,
X42/46-1_4_8,0.0007648,,7.648E-04,,CCF of two components: X42-MT2 & X46-MT2,,Y,,,,,,,,,,,,,,,,,,,"X42-MT2,X46-MT2",,,,,
X42/46-1_5_6,0.0007648,,7.648E-04,,CCF of two components: X46-1 & X46-2,,Y,,,,,,,,,,,,,,,,,,,"X46-1,X46-2",,,,,
X42/46-1_5_7,0.0007648,,7.648E-04,,CCF of two components: X46-1 & X46-MT1,,Y,,,,,,,,,,,,,,,,,,,"X46-1,X46-MT1",,,,,
X42/46-1_5_8,0.0007648,,7.648E-04,,CCF of two components: X46-1 & X46-MT2,,Y,,,,,,,,,,,,,,,,,,,"X46-1,X46-MT2",,,,,
X42/46-1_6_7,0.0007648,,7.648E-04,,CCF of two components: X46-2 & X46-MT1,,Y,,,,,,,,,,,,,,,,,,,"X46-2,X46-MT1",,,,,
X42/46-1_6_8,0.0007648,,7.648E-04,,CCF of two components: X46-2 & X46-MT2,,Y,,,,,,,,,,,,,,,,,,,"X46-2,X46-MT2",,,,,
X42/46-1_7_8,0.0007648,,7.648E-04,,CCF of two components: X46-MT1 & X46-MT2,,Y,,,,,,,,,,,,,,,,,,,"X46-MT1,X46-MT2",,,,,
X42-1,0.08387274,3,IE-YEAR,,Circulating water pump #1 control failure,,U,,,X42/46-1,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X42-2,0.08387274,3,IE-YEAR,,pumps - motor driven - control/local electrical failure,,U,,,X42/46-1,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X42-MT1,0.0007197409,3,72H,,Circulating water pump #1 control failure,,U,,,X42/46-1,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X42-MT2,0.0007197409,3,72H,,pumps - motor driven - control/local electrical failure,,U,,,X42/46-1,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X43/47-1_1_2,7.953E-05,,7.953E-05,,CCF of two components: X43-1 & X43-2,,Y,,,,,,,,,,,,,,,,,,,"X43-1,X43-2",,,,,
X43/47-1_1_3,7.953E-05,,7.953E-05,,CCF of two components: X43-1 & X43-MT1,,Y,,,,,,,,,,,,,,,,,,,"X43-1,X43-MT1",,,,,
X43/47-1_1_4,7.953E-05,,7.953E-05,,CCF of two components: X43-1 & X43-MT2,,Y,,,,,,,,,,,,,,,,,,,"X43-1,X43-MT2",,,,,
X43/47-1_1_5,7.953E-05,,7.953E-05,,CCF of two components: X43-1 & X47-1,,Y,,,,,,,,,,,,,,,,,,,"X43-1,X47-1",,,,,
X43/47-1_1_6,7.953E-05,,7.953E-05,,CCF of two components: X43-1 & X47-2,,Y,,,,,,,,,,,,,,,,,,,"X43-1,X47-2",,,,,
X43/47-1_1_7,7.953E-05,,7.953E-05,,CCF of two components: X43-1 & X47-MT1,,Y,,,,,,,,,,,,,,,,,,,"X43-1,X47-MT1",,,,,
X43/47-1_1_8,7.953E-05,,7.953E-05,,CCF of two components: X43-1 & X47-MT2,,Y,,,,,,,,,,,,,,,,,,,"X43-1,X47-MT2",,,,,
X43/47-1_2_3,7.953E-05,,7.953E-05,,CCF of two components: X43-2 & X43-MT1,,Y,,,,,,,,,,,,,,,,,,,"X43-2,X43-MT1",,,,,
X43/47-1_2_4,7.953E-05,,7.953E-05,,CCF of two components: X43-2 & X43-MT2,,Y,,,,,,,,,,,,,,,,,,,"X43-2,X43-MT2",,,,,
X43/47-1_2_5,7.953E-05,,7.953E-05,,CCF of two components: X43-2 & X47-1,,Y,,,,,,,,,,,,,,,,,,,"X43-2,X47-1",,,,,
X43/47-1_2_6,7.953E-05,,7.953E-05,,CCF of two components: X43-2 & X47-2,,Y,,,,,,,,,,,,,,,,,,,"X43-2,X47-2",,,,,
X43/47-1_2_7,7.953E-05,,7.953E-05,,CCF of two components: X43-2 & X47-MT1,,Y,,,,,,,,,,,,,,,,,,,"X43-2,X47-MT1",,,,,
X43/47-1_2_8,7.953E-05,,7.953E-05,,CCF of two components: X43-2 & X47-MT2,,Y,,,,,,,,,,,,,,,,,,,"X43-2,X47-MT2",,,,,
X43/47-1_3_4,7.953E-05,,7.953E-05,,CCF of two components: X43-MT1 & X43-MT2,,Y,,,,,,,,,,,,,,,,,,,"X43-MT1,X43-MT2",,,,,
X43/47-1_3_5,7.953E-05,,7.953E-05,,CCF of two components: X43-MT1 & X47-1,,Y,,,,,,,,,,,,,,,,,,,"X43-MT1,X47-1",,,,,
X43/47-1_3_6,7.953E-05,,7.953E-05,,CCF of two components: X43-MT1 & X47-2,,Y,,,,,,,,,,,,,,,,,,,"X43-MT1,X47-2",,,,,
X43/47-1_3_7,7.953E-05,,7.953E-05,,CCF of two components: X43-MT1 & X47-MT1,,Y,,,,,,,,,,,,,,,,,,,"X43-MT1,X47-MT1",,,,,
X43/47-1_3_8,7.953E-05,,7.953E-05,,CCF of two components: X43-MT1 & X47-MT2,,Y,,,,,,,,,,,,,,,,,,,"X43-MT1,X47-MT2",,,,,
X43/47-1_4_5,7.953E-05,,7.953E-05,,CCF of two components: X43-MT2 & X47-1,,Y,,,,,,,,,,,,,,,,,,,"X43-MT2,X47-1",,,,,
X43/47-1_4_6,7.953E-05,,7.953E-05,,CCF of two components: X43-MT2 & X47-2,,Y,,,,,,,,,,,,,,,,,,,"X43-MT2,X47-2",,,,,
X43/47-1_4_7,7.953E-05,,7.953E-05,,CCF of two components: X43-MT2 & X47-MT1,,Y,,,,,,,,,,,,,,,,,,,"X43-MT2,X47-MT1",,,,,
X43/47-1_4_8,7.953E-05,,7.953E-05,,CCF of two components: X43-MT2 & X47-MT2,,Y,,,,,,,,,,,,,,,,,,,"X43-MT2,X47-MT2",,,,,
X43/47-1_5_6,7.953E-05,,7.953E-05,,CCF of two components: X47-1 & X47-2,,Y,,,,,,,,,,,,,,,,,,,"X47-1,X47-2",,,,,
X43/47-1_5_7,7.953E-05,,7.953E-05,,CCF of two components: X47-1 & X47-MT1,,Y,,,,,,,,,,,,,,,,,,,"X47-1,X47-MT1",,,,,
X43/47-1_5_8,7.953E-05,,7.953E-05,,CCF of two components: X47-1 & X47-MT2,,Y,,,,,,,,,,,,,,,,,,,"X47-1,X47-MT2",,,,,
X43/47-1_6_7,7.953E-05,,7.953E-05,,CCF of two components: X47-2 & X47-MT1,,Y,,,,,,,,,,,,,,,,,,,"X47-2,X47-MT1",,,,,
X43/47-1_6_8,7.953E-05,,7.953E-05,,CCF of two components: X47-2 & X47-MT2,,Y,,,,,,,,,,,,,,,,,,,"X47-2,X47-MT2",,,,,
X43/47-1_7_8,7.953E-05,,7.953E-05,,CCF of two components: X47-MT1 & X47-MT2,,Y,,,,,,,,,,,,,,,,,,,"X47-MT1,X47-MT2",,,,,
X43-1,0.008721743,3,IE-YEAR,,Circulating water pump #1 circuit breaker fails open,,U,,,X43/47-1,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X43-2,0.008721743,3,IE-YEAR,,pumps - motor driven - circuit failure,,U,,,X43/47-1,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X43-MT1,7.199741E-05,3,72H,,Circulating water pump #1 circuit breaker fails open,,U,,,X43/47-1,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X43-MT2,7.199741E-05,3,72H,,pumps - motor driven - circuit failure,,U,,,X43/47-1,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X45-1,0.08387274,3,IE-YEAR,,Circulating water pump #2 mechanical failure,,U,,,X41/45-1,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X45-2,0.08387274,3,IE-YEAR,,pumps - motor driven - mechanical failure,,U,,,X41/45-1,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X45-MT1,0.0007197409,3,72H,,Circulating water pump #2 mechanical failure,,U,,,X41/45-1,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X45-MT2,0.0007197409,3,72H,,pumps - motor driven - mechanical failure,,U,,,X41/45-1,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X46-1,0.08387274,3,IE-YEAR,,Circulating water pump #2 control failure,,U,,,X42/46-1,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X46-2,0.08387274,3,IE-YEAR,,pumps - motor driven - control/local electrical failure,,U,,,X42/46-1,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X46-MT1,0.0007197409,3,72H,,Circulating water pump #2 control failure,,U,,,X42/46-1,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X46-MT2,0.0007197409,3,72H,,pumps - motor driven - control/local electrical failure,,U,,,X42/46-1,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X47-1,0.008721743,3,IE-YEAR,,Circulating water pump #2 circuit breaker fails open,,U,,,X43/47-1,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X47-2,0.008721743,3,IE-YEAR,,pumps - motor driven - circuit failure,,U,,,X43/47-1,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X47-MT1,7.199741E-05,3,72H,,Circulating water pump #2 circuit breaker fails open,,U,,,X43/47-1,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X47-MT2,7.199741E-05,3,72H,,pumps - motor driven - circuit failure,,U,,,X43/47-1,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X49-1-1,0.008721743,3,IE-YEAR,,Circulating water pump #1 isolation valve 1 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X49-1-2,0.008721743,3,IE-YEAR,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X49-1-MT1,7.199741E-05,3,72H,,Circulating water pump #1 isolation valve 1 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X49-1-MT2,7.199741E-05,3,72H,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X49-2-1,0.008721743,3,IE-YEAR,,Circulating water pump #2 isolation valve 1 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X49-2-2,0.008721743,3,IE-YEAR,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X49-2-MT1,7.199741E-05,3,72H,,Circulating water pump #2 isolation valve 1 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X49-2-MT2,7.199741E-05,3,72H,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X50-1-1,0.008721743,3,IE-YEAR,,Circulating water pump #1 isolation valve 1 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X50-1-2,0.008721743,3,IE-YEAR,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X50-1-MT1,7.199741E-05,3,72H,,Circulating water pump #1 isolation valve 1 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X50-1-MT2,7.199741E-05,3,72H,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X50-2-1,0.008721743,3,IE-YEAR,,Circulating water pump #2 isolation valve 1 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X50-2-2,0.008721743,3,IE-YEAR,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X50-2-MT1,7.199741E-05,3,72H,,Circulating water pump #2 isolation valve 1 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X50-2-MT2,7.199741E-05,3,72H,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X52-1-1,0.008721743,3,IE-YEAR,,Circulating water pump #1 isolation valve 2 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X52-1-2,0.008721743,3,IE-YEAR,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X52-1-MT1,7.199741E-05,3,72H,,Circulating water pump #1 isolation valve 2 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X52-1-MT2,7.199741E-05,3,72H,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X52-2-1,0.008721743,3,IE-YEAR,,Circulating water pump #2 isolation valve 2 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X52-2-2,0.008721743,3,IE-YEAR,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X52-2-MT1,7.199741E-05,3,72H,,Circulating water pump #2 isolation valve 2 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X52-2-MT2,7.199741E-05,3,72H,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X53-1-1,0.008721743,3,IE-YEAR,,Circulating water pump #1 isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X53-1-2,0.008721743,3,IE-YEAR,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X53-1-MT1,7.199741E-05,3,72H,,Circulating water pump #1 isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X53-1-MT2,7.199741E-05,3,72H,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X53-2-1,0.008721743,3,IE-YEAR,,Circulating water pump #2 isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X53-2-2,0.008721743,3,IE-YEAR,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X53-2-MT1,7.199741E-05,3,72H,,Circulating water pump #2 isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X53-2-MT2,7.199741E-05,3,72H,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X55-1,0.008721743,3,IE-YEAR,,Condenser inlet isolation valve 1 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X55-2,0.008721743,3,IE-YEAR,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X55-MT1,7.199741E-05,3,72H,,Condenser inlet isolation valve 1 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X55-MT2,7.199741E-05,3,72H,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X56-1,0.008721743,3,IE-YEAR,,Condenser inlet isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X56-2,0.008721743,3,IE-YEAR,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X56-MT1,7.199741E-05,3,72H,,Condenser inlet isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X56-MT2,7.199741E-05,3,72H,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X58-1,0.008721743,3,IE-YEAR,,Condenser inlet isolation valve 2 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X58-2,0.008721743,3,IE-YEAR,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X58-MT1,7.199741E-05,3,72H,,Condenser inlet isolation valve 2 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X58-MT2,7.199741E-05,3,72H,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X59-1,0.008721743,3,IE-YEAR,,Condenser inlet isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X59-2,0.008721743,3,IE-YEAR,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X59-MT1,7.199741E-05,3,72H,,Condenser inlet isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X59-MT2,7.199741E-05,3,72H,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X61-1,0.008721743,3,IE-YEAR,,Condenser outlet isolation valve 1 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X61-2,0.008721743,3,IE-YEAR,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X61-MT1,7.199741E-05,3,72H,,Condenser outlet isolation valve 1 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X61-MT2,7.199741E-05,3,72H,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X62-1,0.008721743,3,IE-YEAR,,Condenser outlet isolation valve 1 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X62-2,0.008721743,3,IE-YEAR,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X62-MT1,7.199741E-05,3,72H,,Condenser outlet isolation valve 1 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X62-MT2,7.199741E-05,3,72H,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X64-1,0.008721743,3,IE-YEAR,,Condenser outlet isolation valve 2 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X64-2,0.008721743,3,IE-YEAR,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X64-MT1,7.199741E-05,3,72H,,Condenser outlet isolation valve 2 mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X64-MT2,7.199741E-05,3,72H,,valves - general - all,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X65-1,0.008721743,3,IE-YEAR,,Condenser outlet isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X65-2,0.008721743,3,IE-YEAR,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X65-MT1,7.199741E-05,3,72H,,Condenser outlet isolation valve 2 control failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X65-MT2,7.199741E-05,3,72H,,valves - injection valve - control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X67,0.08387274,3,IE-YEAR,,Intake blockage,,U,,,,,,,,,B3-PUMP-MD-BLOCK,,,,,,,,,,,,,,,
X67-MT,0.0007197409,3,72H,,Intake blockage,,U,,,,,,,,,B3-PUMP-MD-BLOCK,,,,,,,,,,,,,,,
X68,8.759999E-08,3,IE-YEAR,,Pipe break,,U,,,,,,,,,B5-PIPE-GENERAL-ALL,,,,,,,,,,,,,,,
X68-MT,7.2E-10,3,72H,,Pipe break,,U,,,,,,,,,B5-PIPE-GENERAL-ALL,,,,,,,,,,,,,,,
X69,0.2311043,3,IE-YEAR,,Loss of pump A,,U,,,X69/70/71,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X69/70/71_1_2,0.00295,,2.95E-03,,CCF of two components: X69 & X69-MT,,Y,,,,,,,,,,,,,,,,,,,"X69,X69-MT",,,,,
X69/70/71_1_3,0.00295,,2.95E-03,,CCF of two components: X69 & X70,,Y,,,,,,,,,,,,,,,,,,,"X69,X70",,,,,
